,id,Comuna,N_Habitaciones,N_Baños,N_Estacionamientos,Amoblado,Total_Superficie_M2,Valor_UF,Link,colUF/m2,Tasa cada 100Mil,Rango
3290,3475,Santiago,3.0,1.0,1.0,No,102.0,1417.77,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/pasaje-los-robles-unidos/6510025,14.0,1183.1,crítico
3291,3476,Lo Espejo,4.0,1.0,1.0,,165.0,2835.54,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-espejo/casa/avenida-central/6636568,17.0,616.2,alto
3292,3477,Maipú,3.0,1.0,1.0,No,111.0,3119.09,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/la-sinfonia-826-maipu/6750871,28.0,370.9,medio
3293,3478,Puente Alto,4.0,2.0,2.0,No,135.0,5040.96,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/rio-cisnes/6522756,37.0,369.1,medio
3294,3479,Maipú,3.0,1.0,1.0,No,65.0,2726.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/millalobo-800/6736163,42.0,370.9,medio
3295,3480,Providencia,5.0,4.0,1.0,No,226.0,9250.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/gran-casa-barrio-montecarmelo-cerro-san-cristobal-metro-salvador/5923204,41.0,1567.1,crítico
3296,3481,Santiago,6.0,2.0,1.0,,101.0,3339.63,https://chilepropiedades.cl/ver-publicacion/venta-nueva/santiago/casa/consul-eduardo-llanos-8096/6490726,33.0,1183.1,crítico
3297,3482,Conchalí,5.0,2.0,2.0,,292.0,4800.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/conchali/casa/av-cardenal-jose-maria-caro-3638/6715809,16.0,492.1,medio
3298,3484,Peñalolén,5.0,2.0,1.0,No,145.0,4725.9,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/av-consistorialcamino-penalolen/4974472,33.0,415.5,medio
3299,3485,Maipú,8.0,2.0,2.443019943019943,No,1110.0,22200.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/ohiggins-maipu/5520899,20.0,370.9,medio
3300,3486,Lo Espejo,3.0,2.0,1.0,No,140.0,2100.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-espejo/casa/veinte-sur-58205840/6736135,15.0,616.2,alto
3301,3487,Maipú,3.0,3.0,2.0,No,137.0,3969.75,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/maipu-region-metropolitana/6537398,29.0,370.9,medio
3302,3488,Colina,3.0,2.0,3.0,,500.0,7100.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/lo-arcaya/6490705,14.0,421.3,medio
3303,3489,Quilicura,3.0,1.0,6.0,,881.0,9388.78,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/carampangue-1405/3555876,11.0,409.6,medio
3304,3490,Pudahuel,3.0,1.0,2.443019943019943,,3.0,1928.17,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/laguna-sur/6274343,643.0,471.9,medio
3305,3491,Pudahuel,4.0,2.0,2.0,No,100.0,3780.72,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/pasaje-rio-aysen-1317-pudahuel/6750858,38.0,471.9,medio
3306,3492,Conchalí,2.0,1.0,1.0,No,120.0,4180.6,https://chilepropiedades.cl/ver-publicacion/venta-usada/conchali/casa/carlos-vergaraaviador-zanartu/3911929,35.0,492.1,medio
3307,3493,Puente Alto,4.0,2.0,1.0,,123.0,2678.01,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/avenida-la-serena/6735819,22.0,369.1,medio
3308,3494,Quilicura,3.0,1.0,2.443019943019943,No,350.0,5040.96,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/quilicura-region-metropolitana/6630041,14.0,409.6,medio
3309,3495,Conchalí,4.0,4.0,2.0,,175.0,5986.14,https://chilepropiedades.cl/ver-publicacion/venta-usada/conchali/casa/donihue/6489671,34.0,492.1,medio
3310,3496,Recoleta,3.0,1.0,3.0,,250.0,4577.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/pje-zinc-485/6709922,18.0,962.8,crítico
3311,3497,Melipilla,3.0,1.0,2.443019943019943,,36.0,1417.77,https://chilepropiedades.cl/ver-publicacion/venta-usada/melipilla/casa/correa-915/6634053,39.0,474.3,medio
3312,3498,Puente Alto,2.0,1.0,2.443019943019943,No,120.0,3780.72,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/la-catalpa/6750817,32.0,369.1,medio
3313,3499,San Bernardo,3.0,3.0,2.0,,160.0,4890.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/cam-padre-hurtado-18380/6738921,31.0,598.2,alto
3314,3500,El Monte,3.0,3.0,2.0,No,155.0,6490.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-monte/casa/miguel-moreira-090100/6735987,42.0,312.7,medio
3315,3501,La Pintana,3.0,1.0,2.443019943019943,No,160.0,2362.95,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-pintana/casa/observatoriosan-francisco/5968722,15.0,421.2,medio
3316,3502,El Bosque,3.0,1.0,2.443019943019943,,60.0,2268.43,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-bosque/casa/gran-avenida-jose-miguel-carrera/6489456,38.0,408.1,medio
3317,3503,La Florida,3.0,1.0,2.0,,160.0,4347.83,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/colombia/6709739,27.0,541.5,alto
3318,3504,Padre Hurtado,3.0,3.0,3.0,,145.0,3780.72,https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/los-chirigues-880/3997446,26.0,318.8,medio
3319,3505,La Reina,4.0,2.0,6.0,No,375.0,10480.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/pontevedra-av-vicente-perez-rosales/6750728,28.0,565.4,alto
3320,3507,Cerrillos,9.0,3.0,1.0,No,250.0,8500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/cerrillos/casa/comercio-61306150/6735955,34.0,729.4,alto
3321,3508,Peñalolén,2.0,1.0,1.0,No,180.0,3938.25,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/penalolen-region-metropolitana/4886947,22.0,415.5,medio
3322,3509,Estación Central,8.0,2.0,2.443019943019943,,197.0,5198.49,https://chilepropiedades.cl/ver-publicacion/venta-usada/estacion-central/casa/embajador-quintana/6489146,26.0,793.1,crítico
3323,3510,Santiago,4.0,4.0,3.0,,242.0,7600.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/ciudad-satelite-parque-central-poniente-maipu-chile/6709676,31.0,1183.1,crítico
3324,3511,La Reina,4.0,3.0,3.0,,475.0,16800.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/jumbo-bilbao-metro-p-de-gales/6633651,35.0,565.4,alto
3325,3512,La Reina,5.0,5.0,4.0,No,630.0,17150.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/santa-rita-con-echenique/6750686,27.0,565.4,alto
3326,3514,Buin,5.0,3.0,3.0,No,132.0,3900.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/buin/casa/villaseca-oriente-01000130/6735932,30.0,435.1,medio
3327,3515,Puente Alto,3.0,1.0,1.0,No,144.0,3500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/pasaje-ortiga-av-diego-portales/6355980,24.0,369.1,medio
3328,3516,Santiago,3.0,3.0,2.0,,376.0,8800.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/piedra-del-rey-norte-6967-la-florida/6488146,23.0,1183.1,crítico
3329,3517,Maipú,3.0,3.0,1.0,,100.0,4265.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/salar-de-llamara-nte-1976/6709491,43.0,370.9,medio
3330,3518,La Reina,5.0,2.0,5.0,,292.0,10230.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/5d2b5est1bog-124m2-const-292-m2-terr-nuncio-laghi/5789367,35.0,565.4,alto
3331,3519,Ñuñoa,3.0,2.0,2.443019943019943,No,98.0,5700.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/carlos-dittbornsan-eugenio/6750617,58.0,589.1,alto
3332,3521,Santiago,5.0,3.0,2.443019943019943,No,351.0,26500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/carmensan-isidro/3155498,75.0,1183.1,crítico
3333,3522,Macul,3.0,1.0,2.0,No,161.0,5400.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/castillo-urizar-esquina-escuela-agricola/6359502,34.0,501.9,medio
3334,3523,Lampa,5.0,2.0,1.0,,223.0,3780.72,https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/pasaje-altovalsol/6488867,17.0,394.9,medio
3335,3524,Cerrillos,3.0,1.0,1.0,,150.0,2804.03,https://chilepropiedades.cl/ver-publicacion/venta-usada/cerrillos/casa/ongolmo/3550011,19.0,729.4,alto
3336,3525,Padre Hurtado,3.0,2.0,1.0,,72.0,2373.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/los-trapenses/6628136,33.0,318.8,medio
3337,3526,La Cisterna,2.0,1.0,4.0,No,538.0,11027.1,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/gran-casa-de-esquina-calle-isabel-la-catolica-la-cisterna-metro-el-parron/4771816,20.0,794.1,crítico
3338,3527,Puente Alto,6.0,2.0,1.0,No,78.0,2205.42,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/rio-volcan/5441215,28.0,369.1,medio
3339,3528,La Reina,3.0,2.0,1.0,No,200.0,7000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/larrain-tobalaba/6735226,35.0,565.4,alto
3340,3529,Ñuñoa,5.0,4.0,1.0,No,600.0,22500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/pucara-y-echenique/5710665,38.0,589.1,alto
3341,3530,Lampa,3.0,3.0,2.0,,170.0,4725.9,https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/avenida-la-montana-sur/6488423,28.0,394.9,medio
3342,3532,Puente Alto,2.0,1.0,2.0,No,1125.9585436648158,2678.01,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/las-mercedes/6551071,2.0,369.1,medio
3343,3533,Independencia,4.0,2.0,2.0,No,340.0,8900.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/metro-hospitalesdomingo-santa-maria/6642482,26.0,561.4,alto
3344,3534,Til til,4.113060917523189,2.630757613893783,2.443019943019943,No,4200.0,9550.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/til-til/casa/til-til/5436777,2.0,385.6,medio
3345,3535,La Florida,3.0,3.0,7.0,No,1200.0,9357.28,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/condominio-santa-sofia-de-lo-canas/4842252,8.0,541.5,alto
3346,3536,Maipú,3.0,2.0,1.0,No,106.0,3717.71,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/rio-rhin-y-mar-del-norte/6432894,35.0,370.9,medio
3347,3537,Lampa,4.0,2.0,2.443019943019943,,199.0,4631.38,https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/san-damian/6488117,23.0,394.9,medio
3348,3538,San Bernardo,2.0,2.0,2.0,,204.0,2158.16,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/mendoza-0951/4795334,11.0,598.2,alto
3349,3539,Santiago,4.0,1.0,1.0,,208.0,4253.31,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/los-copihues-avenida-las-torres/6627948,20.0,1183.1,crítico
3350,3540,Maipú,4.0,2.0,1.0,,190.0,5198.49,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/lugo/6488045,27.0,370.9,medio
3351,3541,Isla de Maipo,4.0,3.0,2.443019943019943,Sí,5000.0,7350.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/isla-de-maipo/casa/isla-de-maipo-naltagua/6750184,1.0,232.8,bajo
3352,3542,Las Condes,4.0,3.0,1.0,No,195.0,11900.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/martin-de-zamora-sanchez-fontecilla/6525897,61.0,465.6,medio
3353,3543,Cerrillos,2.0,1.0,2.443019943019943,No,126.0,2835.54,https://chilepropiedades.cl/ver-publicacion/venta-usada/cerrillos/casa/casa-1-piso-en-conjunto-las-casas-de-cerrillos/6289864,23.0,729.4,alto
3354,3544,Maipú,3.0,2.0,2.443019943019943,No,334.0,9136.74,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/monumento-a-los-heroes/5714536,27.0,370.9,medio
3355,3545,San Bernardo,3.0,3.0,2.0,,230.0,5513.55,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/san-bernardo/5613900,24.0,598.2,alto
3356,3546,Puente Alto,7.0,3.0,3.0,,314.0,12000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/profesor-alcaino/6515712,38.0,369.1,medio
3357,3547,San Miguel,6.0,3.0,2.443019943019943,No,630.0,19568.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/av-real-audiencia-metro-lo-vial-amav-jose-miguel-carrera-am/6290917,31.0,735.9,alto
3358,3548,Colina,6.0,2.0,5.0,No,1120.0,6700.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/esmeralda/5436713,6.0,421.3,medio
3359,3549,Lo Barnechea,4.0,4.0,2.0,No,400.0,15500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/parque-sur/5546995,39.0,276.8,bajo
3360,3550,San Bernardo,2.0,1.0,1.0,No,90.0,2050.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/santa-ines/6519362,23.0,598.2,alto
3361,3551,Maipú,4.0,4.0,3.0,,620.0,13232.51,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/av-maipu/6488015,21.0,370.9,medio
3362,3552,El Bosque,2.0,2.0,2.0,,120.0,2520.48,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-bosque/casa/el-bosque/6272320,21.0,408.1,medio
3363,3553,San Bernardo,2.0,1.0,1.0,,60.0,1575.3,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/francisco-encina-oriente/5884428,26.0,598.2,alto
3364,3554,Puente Alto,4.0,2.0,2.443019943019943,No,253.0,3150.6,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/casa-de-1-piso-en-villa-san-carlos/5788724,12.0,369.1,medio
3365,3555,Peñalolén,4.0,1.0,1.0,No,108.0,2425.96,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/yc-56672-av-las-torresyc-56672-los-cerezos/6452436,22.0,415.5,medio
3366,3556,La Reina,3.0,3.0,2.443019943019943,No,360.0,13400.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/tobalabaechenique/6360899,37.0,565.4,alto
3367,3557,Vitacura,4.0,3.0,2.443019943019943,No,500.0,19900.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/carolina-rabat-la-vendimia/6361285,40.0,593.7,alto
3368,3558,Maipú,3.0,3.0,2.443019943019943,,147.0,4370.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/pasaje-isla-angamos/6487990,30.0,370.9,medio
3369,3559,Las Condes,5.0,3.0,3.0,,480.0,23490.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condes/6706557,49.0,465.6,medio
3370,3560,Maipú,3.0,3.0,3.0,,120.0,5885.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/putre/6626813,49.0,370.9,medio
3371,3561,Lo Barnechea,4.0,4.0,4.0,No,586.0,19500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/colegio-huinganal/6749988,33.0,276.8,bajo
3372,3562,San Miguel,4.0,1.0,3.0,No,280.0,6143.67,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/tristan-matta-metro-departamental/6024988,22.0,735.9,alto
3373,3563,Pudahuel,3.0,3.0,3.0,,250.0,6750.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/av-del-canal-21300/6734416,27.0,471.9,medio
3374,3564,La Florida,4.0,3.0,2.443019943019943,No,166.0,8506.62,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/acogedora-casa-en-la-florida/5442038,51.0,541.5,alto
3375,3565,Maipú,3.0,1.0,1.0,,58.0,3087.59,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/parque-metropolitano/6487966,53.0,370.9,medio
3376,3567,Paine,3.0,1.0,1.0,,162.0,2520.48,https://chilepropiedades.cl/ver-publicacion/venta-usada/paine/casa/2-oriente-con-4-norte/6619716,16.0,328.3,medio
3377,3568,Ñuñoa,4.0,2.0,1.0,No,144.0,9294.27,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/coventry-irarrazaval/6749973,65.0,589.1,alto
3378,3569,Renca,3.0,1.0,2.443019943019943,No,120.0,2110.9,https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/av-miraflores-agvicuna-mackenna/6205154,18.0,479.8,medio
3379,3570,Santiago,3.0,2.0,2.0,,135.24,3308.13,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/la-posada-2271/6039716,24.0,1183.1,crítico
3380,3571,Puente Alto,3.0,2.0,2.443019943019943,No,102.0,4253.31,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/troncal-san-franciscoagplaza-viva/6353225,42.0,369.1,medio
3381,3572,Recoleta,4.0,1.0,2.443019943019943,,289.0,8191.56,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/el-roble-458/5582659,28.0,962.8,crítico
3382,3573,Colina,5.0,7.0,6.0,,3400.0,36690.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/chicureo/6705733,11.0,421.3,medio
3383,3574,Puente Alto,3.0,2.0,1.0,,188.0,4820.42,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/portezuelo-del-cepo/6619564,26.0,369.1,medio
3384,3577,El Bosque,4.0,1.0,4.0,No,192.0,2678.01,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-bosque/casa/av-padre-hurtadonavidad/4753704,14.0,408.1,medio
3385,3578,La Reina,4.0,2.0,2.0,,347.0,10396.98,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/mariano-sanchez-fontecilla-limari/5294134,30.0,565.4,alto
3386,3579,Maipú,3.0,1.0,1.0,,271.0,6200.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/luis-gandarillas-724/6134502,23.0,370.9,medio
3387,3580,Santiago,4.0,4.0,2.0,,286.0,11027.1,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/el-arpa/6705555,39.0,1183.1,crítico
3388,3581,Quilicura,3.0,1.0,2.0,,89.0,2457.47,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/villa-bosques-de-san-luis-calle-tauro-510/4738196,28.0,409.6,medio
3389,3585,Maipú,4.0,2.0,2.0,,122.0,4253.31,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/santa-flor-sur-calle-ohiggins/6463199,35.0,370.9,medio
3390,3586,Providencia,4.0,3.0,1.0,,200.0,15500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/los-diamelos/6476157,78.0,1567.1,crítico
3391,3587,La Reina,6.0,5.0,3.0,,550.0,18490.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/alvaro-casanova/6705375,34.0,565.4,alto
3392,3588,Quilicura,3.0,2.0,2.0,,186.0,4662.89,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/su-santidad-damaso/5267173,25.0,409.6,medio
3393,3589,Vitacura,4.0,3.0,3.0,No,530.0,22300.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/escriva-de-balaguerlo-arcaya/6749746,42.0,593.7,alto
3394,3591,Lo Barnechea,7.0,5.0,2.443019943019943,No,1012.0,44000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/santa-blanca-con-los-alazanes/5710632,43.0,276.8,bajo
3395,3592,Cerrillos,3.0,3.0,3.0,,147.0,3150.6,https://chilepropiedades.cl/ver-publicacion/venta-usada/cerrillos/casa/hidrogeno-los-alquimistas/6103483,21.0,729.4,alto
3396,3593,Pirque,4.0,2.0,2.0,,360.0,4410.84,https://chilepropiedades.cl/ver-publicacion/venta-usada/pirque/casa/el-chalaco-185c-principal/6166700,12.0,212.0,bajo
3397,3594,Las Condes,6.0,5.0,3.0,No,580.0,0.72,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/pto-de-palos/6641012,0.0,465.6,medio
3398,3595,Puente Alto,3.0,3.0,2.0,,200.0,5040.96,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/hermosa-casa-cerca-de-mall-tobalaba/6133857,25.0,369.1,medio
3399,3596,Puente Alto,3.0,2.0,2.0,No,149.0,3938.25,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/cardenal-oviedo-con-san-carlos/6456719,26.0,369.1,medio
3400,3597,Estación Central,3.0,1.0,2.443019943019943,No,180.0,4095.78,https://chilepropiedades.cl/ver-publicacion/venta-usada/estacion-central/casa/aysenquinchao/5503142,23.0,793.1,crítico
3401,3598,Puente Alto,5.0,2.0,2.443019943019943,No,160.0,4253.31,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/ciudad-del-sol/6530519,27.0,369.1,medio
3402,3599,Maipú,3.0,1.0,1.0,,96.0,4095.78,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/piguchen/6100802,43.0,370.9,medio
3403,3600,Quinta Normal,5.0,2.0,2.443019943019943,,180.0,4725.9,https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/nueva-extremadura-4400/6475000,26.0,745.1,alto
3404,3601,Maipú,2.0,1.0,3.0,,164.0,3200.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/rosita-renard-3031/6354849,20.0,370.9,medio
3405,3602,Recoleta,5.0,2.0,3.0,,120.0,5671.08,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/aurora-de-chile-1702/6613736,47.0,962.8,crítico
3406,3603,Ñuñoa,4.0,2.0,1.0,No,165.0,7876.5,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/av-jose-pedro-alessandri/5715399,48.0,589.1,alto
3407,3604,Colina,6.0,2.0,5.0,No,1181.0,6700.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/esmeralda/6044704,6.0,421.3,medio
3408,3605,La Granja,2.0,2.0,2.443019943019943,No,528.0,4253.31,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-granja/casa/propiedad-comercial-de-528-m2/4711288,8.0,518.7,medio
3409,3606,San Bernardo,3.0,3.0,2.443019943019943,No,128.0,5356.02,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/general-urrutiacolbun/6632343,42.0,598.2,alto
3410,3607,Pudahuel,4.0,2.0,1.0,,120.0,3087.59,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/pje-tres/6474977,26.0,471.9,medio
3411,3608,Santiago,2.0,1.0,2.443019943019943,,57.0,1732.83,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/rafael-sotomayor-927/6029956,30.0,1183.1,crítico
3412,3609,Puente Alto,4.0,2.0,1.0,,80.0,2678.01,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/isla-javier/6246715,33.0,369.1,medio
3413,3610,Puente Alto,3.0,2.0,3.0,,299.0,4410.84,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/coihue/6474937,15.0,369.1,medio
3414,3611,Las Condes,3.0,2.0,1.0,No,260.0,10500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/tomas-morosmanuel-claro-vial/6391604,40.0,465.6,medio
3415,3612,Ñuñoa,3.0,3.0,2.0,No,216.0,10490.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/calle-curanipe/6150606,49.0,589.1,alto
3416,3613,Las Condes,3.0,3.0,3.0,No,580.0,16000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/constancio-vigil-esteban-dell-orto/5335842,28.0,465.6,medio
3417,3614,Puente Alto,3.0,1.0,2.443019943019943,No,173.0,2599.24,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/casa-2-pisos-en-conjunto-hab-humberto-diaz/5408844,15.0,369.1,medio
3418,3615,Lo Prado,5.0,2.0,5.0,,162.0,4284.81,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-prado/casa/isla-walton-6500/4643485,26.0,585.2,alto
3419,3616,Puente Alto,3.0,1.0,1.0,,1125.9585436648158,4253.31,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/cipres-de-las-guaitecas/6612686,4.0,369.1,medio
3420,3617,San Bernardo,3.0,1.0,1.0,No,80.0,2646.5,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/camino-internacional-lfdiego-rivera-lf/5663151,33.0,598.2,alto
3421,3618,Puente Alto,3.0,3.0,1.0,No,135.0,4900.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/lomas-del-viento-puente-alto/6368355,36.0,369.1,medio
3422,3619,Vitacura,4.0,3.0,2.443019943019943,No,160.0,15600.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/clinica-alemana-vitacura/5974919,98.0,593.7,alto
3423,3620,Lo Barnechea,5.0,2.0,2.0,No,112.0,9451.8,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/la-cueca-lo-barnechea/5457227,84.0,276.8,bajo
3424,3621,Puente Alto,5.0,2.0,1.0,,91.0,3465.66,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/la-cornisa-alta/6474913,38.0,369.1,medio
3425,3622,Lo Barnechea,6.0,6.0,4.0,,1250.0,27790.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/el-yunque-poniente/6641071,22.0,276.8,bajo
3426,3623,Santiago,3.0,3.0,4.0,,465.0,8116.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/covadonga-916/6611448,17.0,1183.1,crítico
3427,3624,Cerrillos,2.0,1.0,3.0,No,200.0,3938.25,https://chilepropiedades.cl/ver-publicacion/venta-usada/cerrillos/casa/mariano-latorre-con-el-almendro/6645548,20.0,729.4,alto
3428,3625,Las Condes,6.0,3.0,2.0,No,250.0,18990.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/san-gabriel-hendaya/6526044,76.0,465.6,medio
3429,3626,Lampa,2.0,1.0,1.0,,1125.9585436648158,1732.83,https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/alcalde-mario-riquelme/5452739,2.0,394.9,medio
